Quote_ID,QuoteConversion_Flag
11405,1.0
21611,1.0
49307,1.0
78210,0.0
24625,1.0
26509,0.0
11308,1.0
40869,1.0
55152,1.0
76163,0.0
36741,0.0
10454,1.0
16531,1.0
38276,0.0
47742,1.0
13049,0.0
51436,1.0
45834,1.0
17875,0.0
53337,0.0
23792,1.0
64978,1.0
4377,1.0
36353,0.0
28859,0.0
56948,1.0
45509,0.0
77674,0.0
23506,1.0
41533,0.0
30101,0.0
53468,1.0
24539,1.0
2567,0.0
55559,0.0
57486,0.0
58161,0.0
30767,0.0
27160,0.0
75451,0.0
40174,0.0
65160,1.0
40730,1.0
24571,0.0
50222,1.0
54917,0.0
61609,1.0
76488,0.0
57622,1.0
51233,0.0
48774,0.0
38580,1.0
36441,1.0
27093,1.0
44088,0.0
77318,0.0
74522,0.0
31436,1.0
21692,0.0
77860,1.0
72279,1.0
56050,1.0
51959,0.0
33620,0.0
74560,1.0
77862,0.0
48297,0.0
34703,0.0
26749,1.0
30151,0.0
19503,0.0
12480,0.0
29282,0.0
34173,0.0
51368,1.0
56563,1.0
69306,1.0
76982,1.0
45622,0.0
53574,1.0
34848,1.0
15950,0.0
52101,1.0
25359,0.0
43165,1.0
62083,0.0
22027,1.0
63412,1.0
21255,1.0
54311,0.0
32735,1.0
60664,0.0
7736,1.0
12553,0.0
34471,0.0
63718,1.0
52625,0.0
15149,0.0
3004,0.0
48956,1.0
20889,1.0
35,1.0
75401,1.0
74133,0.0
12452,1.0
51945,0.0
55677,0.0
53654,1.0
64684,0.0
32241,0.0
72757,0.0
77676,1.0
54428,1.0
5890,0.0
37186,0.0
23353,0.0
38813,0.0
45036,1.0
50554,0.0
29106,1.0
16883,1.0
27636,0.0
26372,0.0
53248,1.0
19637,1.0
42683,1.0
66071,1.0
16241,1.0
63801,1.0
51030,0.0
16503,1.0
3635,0.0
39217,1.0
13804,1.0
73928,1.0
21767,0.0
19218,1.0
7880,1.0
54307,0.0
8839,0.0
28269,0.0
50432,0.0
73890,1.0
45213,0.0
16019,0.0
21863,0.0
74038,1.0
28277,0.0
3009,0.0
76016,0.0
8773,0.0
16460,0.0
36587,1.0
43731,1.0
42164,1.0
14239,0.0
60357,1.0
43536,0.0
37216,1.0
27736,1.0
56280,0.0
60354,0.0
63808,0.0
54700,0.0
39080,0.0
10833,0.0
27608,0.0
75464,0.0
58893,0.0
4301,0.0
28221,1.0
53464,0.0
10083,0.0
58261,0.0
66821,0.0
3502,0.0
18411,1.0
47488,0.0
66663,0.0
6009,1.0
59174,1.0
59816,0.0
66552,0.0
64786,1.0
61391,1.0
27504,0.0
53354,0.0
33451,1.0
17694,0.0
5940,1.0
4027,1.0
53738,0.0
60243,1.0
23385,1.0
11676,1.0
76180,1.0
46710,0.0
13000,1.0
5306,1.0
60815,0.0
64054,1.0
68380,0.0
72411,0.0
10219,1.0
72121,0.0
66633,0.0
38351,1.0
41574,1.0
6182,0.0
14499,0.0
19968,1.0
52624,0.0
56219,0.0
66263,0.0
58314,1.0
45253,1.0
76323,0.0
59092,0.0
10264,0.0
9586,0.0
31954,0.0
71229,1.0
74111,0.0
77661,1.0
15864,1.0
54641,1.0
20280,0.0
30742,1.0
41970,1.0
41993,0.0
62476,0.0
63026,1.0
44623,0.0
41203,0.0
29555,1.0
65225,1.0
60840,1.0
70196,1.0
42437,1.0
24288,1.0
18302,1.0
38985,0.0
9496,1.0
44618,0.0
51761,0.0
76585,0.0
74373,1.0
72677,1.0
64746,1.0
22257,1.0
9943,0.0
11680,1.0
75668,0.0
33689,0.0
14491,1.0
33807,1.0
64742,0.0
307,0.0
22259,1.0
41042,0.0
33443,0.0
4646,0.0
4602,1.0
66436,1.0
10684,0.0
13686,1.0
37073,0.0
55390,1.0
54057,0.0
30947,0.0
1596,1.0
6824,0.0
72207,0.0
71971,1.0
38156,1.0
33897,1.0
61749,1.0
18517,1.0
42766,0.0
8417,0.0
22984,1.0
12702,0.0
25133,1.0
65389,0.0
70477,0.0
7341,1.0
51213,1.0
69572,0.0
55078,0.0
8204,1.0
5895,1.0
46905,0.0
39045,1.0
31304,1.0
21524,1.0
18705,0.0
48457,0.0
44017,0.0
61932,0.0
