Quote_ID,QuoteConversion_Flag
11405.0,0.0
21611.0,0.0
49307.0,0.0
78210.0,1.0
24625.0,1.0
26509.0,1.0
11308.0,1.0
40869.0,1.0
55152.0,0.0
76163.0,1.0
36741.0,0.0
10454.0,1.0
16531.0,0.0
38276.0,0.0
47742.0,0.0
13049.0,0.0
51436.0,1.0
45834.0,1.0
17875.0,1.0
53337.0,0.0
23792.0,1.0
64978.0,1.0
4377.0,0.0
36353.0,1.0
28859.0,0.0
56948.0,0.0
45509.0,0.0
77674.0,0.0
23506.0,1.0
41533.0,0.0
30101.0,1.0
53468.0,0.0
24539.0,1.0
2567.0,1.0
55559.0,0.0
57486.0,1.0
58161.0,1.0
30767.0,1.0
27160.0,0.0
75451.0,0.0
40174.0,0.0
65160.0,1.0
40730.0,1.0
24571.0,0.0
50222.0,1.0
54917.0,1.0
61609.0,0.0
76488.0,1.0
57622.0,0.0
51233.0,1.0
48774.0,1.0
38580.0,1.0
36441.0,0.0
27093.0,1.0
44088.0,0.0
77318.0,0.0
74522.0,0.0
31436.0,0.0
21692.0,1.0
77860.0,0.0
72279.0,0.0
56050.0,1.0
51959.0,1.0
33620.0,0.0
74560.0,1.0
77862.0,0.0
48297.0,1.0
34703.0,0.0
26749.0,1.0
30151.0,1.0
19503.0,0.0
12480.0,1.0
29282.0,1.0
34173.0,0.0
51368.0,0.0
56563.0,1.0
69306.0,1.0
76982.0,0.0
45622.0,0.0
53574.0,1.0
34848.0,0.0
15950.0,0.0
52101.0,0.0
25359.0,1.0
43165.0,0.0
62083.0,0.0
22027.0,1.0
63412.0,1.0
21255.0,0.0
54311.0,1.0
32735.0,0.0
60664.0,1.0
7736.0,0.0
12553.0,1.0
34471.0,1.0
63718.0,0.0
52625.0,0.0
15149.0,1.0
3004.0,1.0
48956.0,0.0
20889.0,0.0
35.0,1.0
75401.0,1.0
74133.0,1.0
12452.0,0.0
51945.0,1.0
55677.0,0.0
53654.0,1.0
64684.0,1.0
32241.0,1.0
72757.0,1.0
77676.0,1.0
54428.0,0.0
5890.0,0.0
37186.0,0.0
23353.0,0.0
38813.0,1.0
45036.0,0.0
50554.0,1.0
29106.0,0.0
16883.0,0.0
27636.0,1.0
26372.0,1.0
53248.0,1.0
19637.0,1.0
42683.0,0.0
66071.0,1.0
16241.0,1.0
63801.0,0.0
51030.0,1.0
16503.0,1.0
3635.0,0.0
39217.0,0.0
13804.0,0.0
73928.0,1.0
21767.0,0.0
19218.0,0.0
7880.0,0.0
54307.0,0.0
8839.0,0.0
28269.0,0.0
50432.0,0.0
73890.0,1.0
45213.0,1.0
16019.0,0.0
21863.0,0.0
74038.0,0.0
28277.0,1.0
3009.0,0.0
76016.0,1.0
8773.0,0.0
16460.0,0.0
36587.0,0.0
43731.0,1.0
42164.0,1.0
14239.0,1.0
60357.0,0.0
43536.0,0.0
37216.0,0.0
27736.0,1.0
56280.0,0.0
60354.0,0.0
63808.0,0.0
54700.0,0.0
39080.0,1.0
10833.0,0.0
27608.0,0.0
75464.0,0.0
58893.0,1.0
4301.0,0.0
28221.0,0.0
53464.0,0.0
10083.0,1.0
58261.0,0.0
66821.0,1.0
3502.0,0.0
18411.0,0.0
47488.0,1.0
66663.0,0.0
6009.0,1.0
59174.0,1.0
59816.0,0.0
66552.0,1.0
64786.0,1.0
61391.0,1.0
27504.0,1.0
53354.0,1.0
33451.0,1.0
17694.0,1.0
5940.0,0.0
4027.0,1.0
53738.0,0.0
60243.0,0.0
23385.0,1.0
11676.0,1.0
76180.0,0.0
46710.0,0.0
13000.0,0.0
5306.0,1.0
60815.0,1.0
64054.0,1.0
68380.0,0.0
72411.0,0.0
10219.0,1.0
72121.0,0.0
66633.0,0.0
38351.0,1.0
41574.0,1.0
6182.0,1.0
14499.0,0.0
19968.0,1.0
52624.0,0.0
56219.0,1.0
66263.0,1.0
58314.0,0.0
45253.0,0.0
76323.0,0.0
59092.0,0.0
10264.0,1.0
9586.0,0.0
31954.0,1.0
71229.0,1.0
74111.0,1.0
77661.0,1.0
15864.0,0.0
54641.0,1.0
20280.0,0.0
30742.0,0.0
41970.0,0.0
41993.0,1.0
62476.0,0.0
63026.0,0.0
44623.0,0.0
41203.0,1.0
29555.0,1.0
65225.0,1.0
60840.0,1.0
70196.0,1.0
42437.0,1.0
24288.0,1.0
18302.0,1.0
38985.0,0.0
9496.0,0.0
44618.0,0.0
51761.0,1.0
76585.0,0.0
74373.0,0.0
72677.0,1.0
64746.0,0.0
22257.0,1.0
9943.0,0.0
11680.0,0.0
75668.0,0.0
33689.0,1.0
14491.0,1.0
33807.0,0.0
64742.0,1.0
307.0,0.0
22259.0,0.0
41042.0,1.0
33443.0,0.0
4646.0,0.0
4602.0,1.0
66436.0,1.0
10684.0,0.0
13686.0,1.0
37073.0,1.0
55390.0,1.0
54057.0,0.0
30947.0,1.0
1596.0,1.0
6824.0,0.0
72207.0,0.0
71971.0,0.0
38156.0,0.0
33897.0,1.0
61749.0,0.0
18517.0,1.0
42766.0,0.0
8417.0,0.0
22984.0,0.0
12702.0,0.0
25133.0,0.0
65389.0,0.0
70477.0,1.0
7341.0,1.0
51213.0,0.0
69572.0,0.0
55078.0,1.0
8204.0,0.0
5895.0,0.0
46905.0,0.0
39045.0,0.0
31304.0,1.0
21524.0,0.0
18705.0,1.0
48457.0,1.0
44017.0,1.0
61932.0,1.0
43984.0,0.0
4545.0,1.0
24306.0,0.0
67716.0,1.0
40043.0,1.0
28838.0,1.0
25498.0,1.0
65074.0,0.0
60444.0,1.0
73010.0,1.0
52356.0,0.0
53031.0,1.0
7782.0,0.0
31222.0,1.0
17613.0,0.0
4246.0,1.0
53817.0,1.0
11591.0,1.0
32654.0,0.0
75692.0,0.0
72093.0,0.0
62657.0,0.0
67908.0,1.0
18906.0,0.0
230.0,1.0
4100.0,0.0
3093.0,0.0
26840.0,1.0
41312.0,0.0
55084.0,1.0
43080.0,0.0
38808.0,0.0
72898.0,0.0
9525.0,1.0
11843.0,1.0
48488.0,1.0
30889.0,0.0
61162.0,0.0
31548.0,0.0
37738.0,0.0
38954.0,1.0
70711.0,1.0
57737.0,1.0
6452.0,0.0
9315.0,0.0
6617.0,0.0
20440.0,0.0
3808.0,0.0
66529.0,0.0
26893.0,1.0
42635.0,1.0
53338.0,1.0
18776.0,0.0
46746.0,1.0
66380.0,1.0
15485.0,1.0
34176.0,1.0
10270.0,1.0
19188.0,0.0
57731.0,1.0
26502.0,1.0
44161.0,1.0
17124.0,0.0
55821.0,0.0
73052.0,0.0
45620.0,0.0
66421.0,0.0
55844.0,1.0
37576.0,1.0
55873.0,0.0
10032.0,1.0
36507.0,0.0
62558.0,1.0
62543.0,1.0
21149.0,1.0
77347.0,0.0
71516.0,1.0
25236.0,0.0
16532.0,1.0
34673.0,0.0
17360.0,0.0
48464.0,1.0
4509.0,1.0
58676.0,1.0
39160.0,1.0
67750.0,1.0
77529.0,0.0
25560.0,0.0
18077.0,1.0
12420.0,1.0
24289.0,0.0
56166.0,1.0
58824.0,1.0
11912.0,0.0
11432.0,0.0
73335.0,1.0
54042.0,0.0
34216.0,1.0
37805.0,1.0
70090.0,0.0
23983.0,1.0
67838.0,1.0
19308.0,0.0
68328.0,1.0
33632.0,1.0
39871.0,0.0
34964.0,1.0
23668.0,0.0
9819.0,1.0
15946.0,1.0
25326.0,1.0
11756.0,1.0
14987.0,1.0
28125.0,1.0
25703.0,1.0
77006.0,0.0
12797.0,0.0
68217.0,1.0
29883.0,1.0
43829.0,0.0
45065.0,0.0
71493.0,1.0
39384.0,1.0
76767.0,0.0
66854.0,1.0
23050.0,1.0
32478.0,0.0
3836.0,0.0
54553.0,1.0
29746.0,0.0
49213.0,0.0
45567.0,1.0
4460.0,1.0
20730.0,1.0
15059.0,1.0
27753.0,1.0
33292.0,1.0
33777.0,1.0
1572.0,1.0
3194.0,1.0
39909.0,1.0
20193.0,1.0
17381.0,0.0
51716.0,0.0
15331.0,1.0
67892.0,0.0
53530.0,0.0
53393.0,1.0
3382.0,1.0
7067.0,1.0
52075.0,0.0
12601.0,1.0
31376.0,1.0
8694.0,1.0
45671.0,1.0
15386.0,1.0
15086.0,0.0
38934.0,1.0
66827.0,1.0
77575.0,1.0
12083.0,0.0
199.0,1.0
50603.0,0.0
73504.0,1.0
53006.0,0.0
44460.0,1.0
68230.0,1.0
32088.0,1.0
40300.0,1.0
65803.0,0.0
56089.0,1.0
18049.0,1.0
74299.0,0.0
7440.0,0.0
44699.0,0.0
19200.0,0.0
